2022-06-07	Everyday I say this in front of the mirror	encouraging	I say it out of earshot of the horse	may I never have to prove it	I am much smarter \n than a horse	It's nice to start the day with \n some encouraging words	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-06-09	It's a good guess	born	I haven't thought about the logistics	I wonder where I'll die	I was born on this horse	probably	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-06-12	Not with that attitude	never	haven't got the stones	I'm not going to get into the specifics	I could never \n be a horse	I simply do not have \n what it takes	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-06-13	first panel is a whisper	loud	muttered in my sleep	maybe I'm pronouncing it wrong	cowboy	feels weird \n to say it out loud	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-06-14	could be the horse	anxious	Riding a horse under late capitalism	Ask David Graeber	why do I feel \n so anxious	all I do is ride a \n horse all day	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-06-17	sleep for dessert	sand	A good attitude is what matters	the old punchline switcheroo	It's been a tough week \n sand for dinner tonight	a bowl of sand \n always cheers me up	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-06-19	That oughta help	off	Local TEDx speaker	yippee!	something feels off	yee haw!	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-06-23	For tax purposes	legallyhorse	claiming back my wild west expenses	for tax purposes I'm a good time	I'm not a cowboy	I'm legally a hat and a horse	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-06-25	someday next week	account	jury duty should go both ways	A horse reads you out a list of your deeds	Someday I will be called \n to account for all I've done	I should check my calendar	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-06-27	All cowboys tell the truth	truth	Ask them anything you like	One cowboy always tells jokes	two cowboys stand \n before two doors	the swinging doors \n of the saloon	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-06-28	start a blog or something	lies	Horses may infact be online right now	oh well who cares	A horse can tell \n truth from lies	can't do anything \n about it though	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-07-02	a weary home on the range	distance	Horse will: Cow will that fronts me. Seas between.	maybe I can fix it	there's a great distance \n between horse and cow	an exhausting distance	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-07-04	bliss	stick	good name for it	come on lads, everyone gets a turn	sitting round the camp \n talking about nothing	taking turns poking the fire \n with the fire poking stick	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-07-09	The horse of subsistence charges ever forward	luxury	All horse, no brakes	A horse is blown forward by the winds of progress	A cruise ship will  \n stop and turn around \n if a cowboy falls off	luxury	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-07-10	Think about it	except	Shakespeare writes about our cowboy	amazing, I know, and also true	There is nothing \n either good or bad,	except for me	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-07-12	But thanks for checking in	fridge	anachronistic in both context and cultural relevance	who's asking?	some varmit called and asked \n if my fridge was running	listen kid, we're all \n running from something	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-07-14	and they're mine	toes	what did you expect	at least	there's something \n in my boots	ten cowboy toes	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-07-19	healthy horse / life balance	compartmentalising	compartments you can fit a horse into	occasionally catch up for a drink	Me and my horse \n get along well	but we don't hang out \n much outside of work	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-07-21	That could happen	show	art can serve as a tax deductable donation	art is magic	art can show us \n the world as it is, and \n as it might be	for example a cowboy \n riding a horse and \n wearing a hat	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-07-25	Comparison is the thief of joy	sadsong	small datapoints, big conclusions	probably doesn't even know the words	I like to think \n I'm the one in charge	I've never heard a sad song \n sung by a horse	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-07-26	A horse is 4 hooves	concept	this is untrue	a theory about mammals and speed	a horse is a concept	dreamed up by cowboys	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-07-28	everyone does this	oranges	Looking normal in the fruit aisle	It tastes better once you're understood	I buy oranges sometimes \n in those little red nets	I put the net over my eyes \n so I know how it feels	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-07-29	what remains?	nothing	What can you say that will improve on silence?	I have built you a shore with all my best words & still, the waves. - Claire Schwartz	yee haw!	what else is there to say?	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-07-31	implementing a Horse Judicial System	horselaw	cowboy until proven otherwise	abolishing horse prison	kicking down \n the Sherif's door	No Law but Horse Law	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-01	cowboy stocks took a turn for the worse	belt	nothing to do with crypto	every little hoot hollers	one howdy per day	tightening the old \n cowboy belt	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-02	Call the press!	tight	the less there is the more you'll hear about it	They'll tell you the same thing	Not enough horse \n to go around	It's all I talk about now	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-04	you never know	mattress	I can barely feel it's there	the theme for this week is economic precarity	I keep a horse \n under my mattress	Just in case	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-09	the pantry's bereft of pleasantries	diet	a balanced diet	yee haw for special occasions	a howdy for breakfast \n a howdy for lunch	what will I have \n for dinner	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-10	if it's not worth hollering it's not worth hearing	wind	or whisper in the night, that might work too	if it's urgent then txt my horse	holler into the wind, \n I'll hear it	I refuse to buy \n a phone	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-11	postboy cowman	postman	Just another discount cow voucher	you've already got one mate	cowboy \n postman	bring me a horse	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-12	If my problems seem small it's because they're far away	issues	such is the job	It doesn't ever work	another day \n on the horse	putting more distance \n between me and \n my issues	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-16	a single cow thought	cowthought	a cow tool	big respect, as always, to Gary Larson	a cowboy is \n a manifestation	concrete bovine \n ideology	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-18	thinking about cows	think	a brain unchanged by the passage of time	you can only have one	riding this horse all day \n gives me a lot of \n time to think	and very little \n to think about	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-20	what am I to think?	contained	The dryness and the rain	blatant tribute to my fave band, mewithoutYou	the cowboy \n rides the horse	yet in a certain sense \n the horse is contained \n within the cowboy	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-22	arm yourself partner	paper	tomorrow I'll learn some cleaning hacks	someone's been online lately	You can only fold \n a piece of paper 7 times	knowledge \n is power	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-24	my horse and I will be galloping for mayor	mayor	a vote for me is a vote for both cows and boys	honestly would it be that bad	they say a cowboy can't \n be a responsible member \n of local government	but their real issue \n is with the horse	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-26	inspiration rides into town and finds you working	always	sometimes the saloon too	constantly!	horses and cows \n on my mind	always	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-29	Somebody learnt themselves a new cowboy phrase	corn	practicing cowboy conjugations	Look it up, it's real	I acknowledge \n the corn	I am, and will be, \n acknowledging the corn	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-08-31	what is it this time	moo	they left a message - one consonant and one repeated vowel	the sound of chewing cud	I missed a call on \n the cow phone today	probably one \n of the cows	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-09-02	the horse remains a conditio sine qua non	creature	howdy partner, welcome to the bauhaus	Notebooks, Volume 1, The Thinking Horse	A cowboy is \n a creature on a horse and \n a creature within the whole	that is to say, \n a creature on a horse \n among horses	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-09-06	how could they not	exist	I don't want to have this conversation again	partner, acknowledge the corn	do cowboys exist?	partner, \n look around you 	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-09-09	best to just get on with it	taste	there's no reason its like this, it just is	admirably stoic attitude	the air tastes \n like horse today	just another \n cowboy problem	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-09-11	this happened also to my cowboy heart	ocean	the creatives move in, the cost of beans goes up and the ocean recedes	it used to be affordable	this desert's not \n what it used to be	it used to be \n an ocean	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-09-15	the h in html is for horse	distributed	new buzzwords in the saloon	we have a comic	I'm part of a \n distributed network \n of cowboys	we've got \n some cows	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-09-17	ride into the desert	back	look under a rock	look in the mirror	look at a \n cowboy	a cowboy \n looks back	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-09-19	cowboy music	coconut	the mind plays tricks	ask any foley artist, they'll tell you	clip clop \n clip clop	two coconut shells	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-09-20	My horse never says anything	wash	moisturiser, spf, ciggarette	drop the routine partner	I wash my cowboy \n face each morning	no idea why	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-09-23	I ride one through the desert	pure	They drink silly drinks in the saloon	I imagine a comic about a horse	pure cowboy \n theorists debate	the existence \n of a horse	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-09-26	much like Steve Jobs	graduated	the cows are dismissive of contemporary theory	my horse can't even read	I'm wondering if \n cowboy university \n was worth it	after all, my horse \n never graduated	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-10-01	What a Huge Relief	bigbronco	Big Bronco is watching	George Orwell sleeps soundly, pen silent on his desk	a dictatorship, \n surveilling our lives, \n with absolute power	it's okay though \n they're all cowboys	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-10-03	some things can only be said with a horse	language	The sign and signified are not even in the same timezone	the words can never be the feeling	yee haw \n howdy	I constantly breaking \n against the limitations \n of cowboy language	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-10-07	the second thing is about dehydration	map	Cowboy Korzybsk made his jack with that one	desert studies 101	the cowboy is \n not the horse	that's the first thing \n you learn in the desert	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-10-11	One powerful flowchart	smart	I wrote this one in under 5 minutes	I envy you cowboy	It's easy to make \n smart decisions	Just get on your horse \n and ride into the desert	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-10-13	hope you wrote it down	take	the cows take back what's theirs	truth climbs back into the well with information about cows	I take back everything \n I said about cows	especially \n the truth	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-10-14	are you a poet or a scientist, or a cowboy	unspeakable	is it rude to ask	I would never do that	the sunrise \n this morning was \n unspeakably beautiful	why would \n it do that	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-10-20	Clever Hans, a professional role model	clever	imagine naming your child clever	if only our politicians were so skilled am I right	Clever Hans was a horse \n that appeared to do maths	I dream of that \n degree of competence	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-10-25	unless you really mean it	dream	good party chat	whisper your answer into an envelope and leave it in the desert	so, what's the dream?	and you can't \n say cowboy	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-10-31	awareness of tongue	sound	The galloping is back	can anyone else hear that?	hold on	who's making that \n galloping sound	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-11-09	I asked people what they wanted then did that	scifi	absolutely gripping	Eat shit Henry Ford	horses go way faster	a near-future \n sci-fi premise	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-11-17	some days the cow herds you	days	meditate on the concept	think about them in the abstract	some days all you can do is \n ride around the desert	and think about cows	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-11-20	horse tinted glasses	awful	For now we see through a glass, darkly	memoria praeteritorum bonorum	what an awful morning	this morning... \n it was nice	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-11-27	haven't heard a new song in over 5 years	tune	music use to mean something	Hollerin, slapping my knee	Piano man at the saloon \n played a new tune last night	I went absolutely \n bananas	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-12-06	and you should be too	fear	a moo at midnight	seeing them everyday makes it worse	I'm scared of cows	most cowboys are	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-12-07	who's that in the mirror	look	in all things everywhere	look long enough and the problem goes away	look too long \n and the cowboy \n dissapears	all you see is a horse \n with a problem	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-12-12	a normal cowboy conversation	whorf	you can't watch tv in the desert, only talk about it	The theme tune starts with a direct attack on mediated reference theories	Mr Ed was a sitcom \n about a talking horse	The public's appetite for the \n Sapir–Whorf hypothesis \n is insatiable	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-12-14	and I am one of them	undreamed	unimaginable cowboys still to come	they being the cows	they say the cowboy \n is finished	partner, there are \n cowboys undreamed of \n riding through the desert	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-12-15	mona lisa	mind	private joy	a cowboy in the heart	a smile \n on the lips	a cowboy \n on the mind	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2022-12-23	a reassurance that makes one nervous	speak	whisper to your horse	I hadn't even thought of that	speak to your horse 	there's no real risk	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2023-01-04	What else could it be	trampled	have you heard of Occams Razor?	It's extremely common	you find sand \n in the corners of your eyes \n when you wake up	you've been trampled \n by horses	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
2023-01-06	The elegance and relative simplicity of a cowboy	cowboyfunction	do not get me started on the horse	more ways to describe a cowboy	the cowboy itself is found to \n be a function of the desert	an event in the desert, and \n not merely a configuration \n of the desert.	A cowboy riding left to right, smoking. The sun is up and there are birds in the sky	A cowboy riding right to left, smoking. The moon is up and there are stars in the sky	Panel one: A cowboy riding left to right, smoking. The sun is up and there are birds in the sky. Panel two: A cowboy riding right to left, smoking. The moon is up and there are stars in the sky
